PSCGuid,CodeDescription,Code,Level1,Level1Category,Level2,Level2Category
{A92B39AA-D1F0-4858-9CEA-71AB6B8AD405},H973 (OTHER QC/TEST/INSPECT- FOOD PREPARATION AND SERVING EQUIPMENT),H973,18,Equipment Related Services,18.4,Quality Control
{7663BCEE-3292-4808-80EB-71AD5BEFF40E},"H974 (OTHER QC/TEST/INSPECT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT)",H974,18,Equipment Related Services,18.4,Quality Control
{A6A9A2DA-B6EA-402D-B2B9-71B0B5C383BC},H975 (OTHER QC/TEST/INSPECT- OFFICE SUPPLIES AND DEVICES),H975,18,Equipment Related Services,18.4,Quality Control
{C7A22450-655B-43A5-9493-71B9961DEB1A},"H976 (OTHER QC/TEST/INSPECT- BOOKS, MAPS, AND OTHER PUBLICATIONS)",H976,18,Equipment Related Services,18.4,Quality Control
{D5F4AEF9-A3F1-41C8-921E-71C03CAE6A07},H977 (OTHER QC/TEST/INSPECT- MUSICAL INST/PHONOGRAPH/HOME RADIO),H977,18,Equipment Related Services,18.4,Quality Control
{2C1AA061-1E68-477F-9E52-71CCCC630B3E},H978 (OTHER QC/TEST/INSPECT- RECREATIONAL AND ATHLETIC EQUIPMENT),H978,18,Equipment Related Services,18.4,Quality Control
{7536F18E-2BD8-44D6-B932-71CFF4A2D52E},H979 (OTHER QC/TEST/INSPECT- CLEANING EQUIPMENT AND SUPPLIES),H979,18,Equipment Related Services,18.4,Quality Control
{1C5A38ED-9B50-489A-9B3D-721F163C37B2},"H980 (OTHER QC/TEST/INSPECT- BRUSHES, PAINTS, SEALERS, AND ADHESIVES)",H980,18,Equipment Related Services,18.4,Quality Control
{6A051A2C-B883-4E67-9AAA-7237620348A1},"H981 (OTHER QC/TEST/INSPECT- CONTAINERS, PACKAGING, AND PACKING SUPPLIES)",H981,18,Equipment Related Services,18.4,Quality Control
{F2582324-A83B-4D91-AA88-723E30C632D5},"H983 (OTHER QC/TEST/INSPECT- TEXTILES, LEATHER, FURS, APPAREL AND SHOE FINDINGS, TENTS AND FLAGS)",H983,18,Equipment Related Services,18.4,Quality Control
{9E344EA5-0C75-4E0E-B70B-72471EB977FF},"H984 (OTHER QC/TEST/INSPECT- CLOTHING, INDIVIDUAL EQUIPMENT, AND INSIGNIA)",H984,18,Equipment Related Services,18.4,Quality Control
{3EE10853-3D55-4919-883C-7257E8D2917D},H985 (OTHER QC/TEST/INSPECT- TOILETRIES),H985,18,Equipment Related Services,18.4,Quality Control
{22000AE5-91D2-4765-A08B-7266FFFA2987},H987 (OTHER QC/TEST/INSPECT- AGRICULTURAL SUPPLIES),H987,18,Equipment Related Services,18.4,Quality Control
{75F03785-27D6-4645-8A17-7282278E8212},H988 (OTHER QC/TEST/INSPECT- LIVE ANIMALS),H988,18,Equipment Related Services,18.4,Quality Control
{66ABFD82-2485-4D34-BB43-7285B2C53A4C},H989 (OTHER QC/TEST/INSPECT- SUBSISTENCE),H989,18,Equipment Related Services,18.4,Quality Control
{BEE18D6D-38AB-46BD-AA4A-728E66E64BFF},"H991 (OTHER QC/TEST/INSPECT- FUELS, LUBRICANTS, OILS, AND WAXES)",H991,18,Equipment Related Services,18.4,Quality Control
{041978CB-2B1A-4AEF-93BE-7297591DDB8F},H993 (OTHER QC/TEST/INSPECT- NONMETALLIC FABRICATED MATERIALS),H993,18,Equipment Related Services,18.4,Quality Control
{248CB61A-36F8-4F5E-BE21-72A30D176CBA},H994 OTHER QC/TEST/INSPECT- NONMETALLIC CRUDE MATERIALS,H994,18,Equipment Related Services,18.4,Quality Control
{D6279065-EC69-46DD-8B58-72B1F7393BD3},"H995 (OTHER QC/TEST/INSPECT- METAL BARS, SHEETS, AND SHAPES)",H995,18,Equipment Related Services,18.4,Quality Control
{BDFEC24C-E7A2-45DC-B48A-72D020A58F16},"H996 (OTHER QC/TEST/INSPECT- ORES, MINERALS, AND THEIR PRIMARY PRODUCTS)",H996,18,Equipment Related Services,18.4,Quality Control
{809B7E0E-057D-483A-8352-72EBE018EA9D},H999 (OTHER QC/TEST/INSPECT- MISCELLANEOUS),H999,18,Equipment Related Services,18.4,Quality Control
{CC437057-DAAF-4AEE-BEAE-72F3B6AD4DE9},J010 (MAINT/REPAIR/REBUILD OF EQUIPMENT- WEAPONS),J010,18,Equipment Related Services,18.1,"Maintenance, Repair and Overhaul"
{8B5AC7C5-65DD-424E-9766-732B36FA5F80},J011 (MAINT/REPAIR/REBUILD OF EQUIPMENT- NUCLEAR ORDNANCE),J011,18,Equipment Related Services,18.1,"Maintenance, Repair and Overhaul"
{6D1D0159-C60C-46E9-ACFF-732FA0F452C1},J012 (MAINT/REPAIR/REBUILD OF EQUIPMENT- FIRE CONTROL EQUIPMENT),J012,18,Equipment Related Services,18.1,"Maintenance, Repair and Overhaul"
{85432922-2AB7-4042-AE03-733C5A0A8724},J013 (MAINT/REPAIR/REBUILD OF EQUIPMENT- AMMUNITION AND EXPLOSIVES),J013,18,Equipment Related Services,18.1,"Maintenance, Repair and Overhaul"
{ADB978A8-30BD-43F3-A32D-73400735EF39},J014 (MAINT/REPAIR/REBUILD OF EQUIPMENT- GUIDED MISSILES),J014,18,Equipment Related Services,18.1,"Maintenance, Repair and Overhaul"
{FEF05BFB-4D5F-45B6-82BF-73416614620C},J015 (MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS),J015,18,Equipment Related Services,18.1,"Maintenance, Repair and Overhaul"
{7847ABB7-8180-4915-843B-735138EC57B5},J016 (MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES),J016,18,Equipment Related Services,18.1,"Maintenance, Repair and Overhaul"
{D3DAE301-5E11-412E-956C-736E7970B93A},"J017 (MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT LAUNCHING, LANDING, AND GROUND HANDLING EQUIPMENT)",J017,18,Equipment Related Services,18.1,"Maintenance, Repair and Overhaul"
{9F138552-978A-4AC3-AEEC-7386B065CA19},J018 (MAINT/REPAIR/REBUILD OF EQUIPMENT- SPACE VEHICLES),J018,18,Equipment Related Services,18.1,"Maintenance, Repair and Overhaul"
{78C5438F-EF49-49AA-8EF3-73AFD7D5DF5F},"J019 (MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS)",J019,18,Equipment Related Services,18.1,"Maintenance, Repair and Overhaul"
{7BBE473F-D955-4DD8-9CE2-73B6E719F07A},J020 (MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIP AND MARINE EQUIPMENT),J020,18,Equipment Related Services,18.1,"Maintenance, Repair and Overhaul"
{C5DC2B2A-CBDF-475F-8348-73DE43A42C88},J022 (MAINT/REPAIR/REBUILD OF EQUIPMENT- RAILWAY EQUIPMENT),J022,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{5E1375F1-0C45-4EF8-B2DC-7412EB3312CB},"J023 (MAINT/REPAIR/REBUILD OF EQUIPMENT- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES)",J023,7,Transportation and Logistics Services,7.5,Motor Vehicles
{08ECA912-6977-42BE-BA23-743332AAE9BD},J024 (MAINT/REPAIR/REBUILD OF EQUIPMENT- TRACTORS),J024,18,Equipment Related Services,18.1,"Maintenance, Repair and Overhaul"
{E3978997-3C34-4521-8424-744F2BFA8D88},J025 (MAINT/REPAIR/REBUILD OF EQUIPMENT- VEHICULAR EQUIPMENT COMPONENTS),J025,18,Equipment Related Services,18.1,"Maintenance, Repair and Overhaul"
{7BE0391F-E316-4063-8A71-7455D2CBF757},J026 (MAINT/REPAIR/REBUILD OF EQUIPMENT- TIRES AND TUBES),J026,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{2AE45D3F-BB50-4E40-BC0F-7463E3405714},"J028 (MAINT/REPAIR/REBUILD OF EQUIPMENT- ENGINES, TURBINES, AND COMPONENTS)",J028,18,Equipment Related Services,18.1,"Maintenance, Repair and Overhaul"
{6EE19BD3-920E-47AF-A23B-747A3D987FA4},J029 (MAINT/REPAIR/REBUILD OF EQUIPMENT- ENGINE ACCESSORIES),J029,18,Equipment Related Services,18.1,"Maintenance, Repair and Overhaul"
{79F8C7B8-4908-4F13-B548-74D0CADFD212},J030 (MAINT/REPAIR/REBUILD OF EQUIPMENT- MECHANICAL POWER TRANSMISSION EQUIPMENT),J030,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{EC2E794F-EA64-445B-B309-74D20ABF68CC},J031 (MAINT/REPAIR/REBUILD OF EQUIPMENT- BEARINGS),J031,18,Equipment Related Services,18.1,"Maintenance, Repair and Overhaul"
{CD6F0FCB-CE22-42DE-BBF9-74E7B58EE259},J032 (MAINT/REPAIR/REBUILD OF EQUIPMENT- WOODWORKING MACHINERY AND EQUIPMENT),J032,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{DA6F129C-DA42-44E8-A5DC-750DF2B8F622},J034 (MAINT/REPAIR/REBUILD OF EQUIPMENT- METALWORKING MACHINERY),J034,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{9F530B27-53B4-43C6-A57F-751F3EFB387B},J035 (MAINT/REPAIR/REBUILD OF EQUIPMENT- SERVICE AND TRADE EQUIPMENT),J035,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{7C06F229-75B3-4353-9D47-7527B8B8023B},J036 (MAINT/REPAIR/REBUILD OF EQUIPMENT- SPECIAL INDUSTRY MACHINERY),J036,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{7FB1B4A6-7A1C-43E6-927C-754BD95A921D},J037 (MAINT/REPAIR/REBUILD OF EQUIPMENT- AGRICULTURAL MACHINERY AND EQUIPMENT),J037,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{D86FD26A-E34B-45A2-980B-75944514D790},J038 (MAINT/REPAIR/REBUILD OF EQUIPMENT- CONSTRUCTION/MINING/EXCAVATING/HIGHWAY MAINTENANCE EQUIPMENT),J038,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{0946003B-4052-4B1C-8CFC-75B01825D5E1},J039 (MAINT/REPAIR/REBUILD OF EQUIPMENT- MATERIALS HANDLING EQUIPMENT),J039,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{EAE47529-6857-447F-BCB6-75C48D18548E},"J040 (MAINT/REPAIR/REBUILD OF EQUIPMENT- ROPE, CABLE, CHAIN, AND FITTINGS)",J040,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{95E4CC92-8838-4F67-B1F1-75DB6CBDE714},"J041 (MAINT/REPAIR/REBUILD OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT)",J041,4,Facilities & Construction,4.4,Facility Related Services
{B07BD48A-65D4-4D4A-920B-75DFDA7BA6A2},J042 (MAINT/REPAIR/REBUILD OF EQUIP- FIRE FIGHTING/RESCUE/SAFETY EQUIP; ENVIRON PROTECT EQUIP/MATLS),J042,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{E2E161B4-4CDC-48AC-8F8D-75E086469D0E},J043 (MAINT/REPAIR/REBUILD OF EQUIPMENT- PUMPS AND COMPRESSORS),J043,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{A208B986-A102-4D9F-8DD5-75F74879EF15},"J044 (MAINT/REPAIR/REBUILD OF EQUIPMENT- FURNACE, STEAM PLANT, AND DRYING EQUIPMENT; NUCLEAR REACTORS)",J044,4,Facilities & Construction,4.4,Facility Related Services
{E78AC577-B9EA-454D-BF2D-75FDC282B891},"J045 (MAINT/REPAIR/REBUILD OF EQUIPMENT- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT)",J045,4,Facilities & Construction,4.4,Facility Related Services
{C5CEF2B4-6EC5-4FC4-B961-75FDFE386BC8},J046 (MAINT/REPAIR/REBUILD OF EQUIPMENT- WATER PURIFICATION AND SEWAGE TREATMENT EQUIPMENT),J046,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{C49BC1FE-2ADE-4DE1-BA4A-76113E30A758},"J047 (MAINT/REPAIR/REBUILD OF EQUIPMENT- PIPE, TUBING, HOSE, AND FITTINGS)",J047,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{8F3E195D-DA44-42CB-8E70-76126F6F4595},J048 (MAINT/REPAIR/REBUILD OF EQUIPMENT- VALVES),J048,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{D995390E-0DE2-4A08-BB2C-761331759869},J049 (MAINT/REPAIR/REBUILD OF EQUIPMENT- MAINTENANCE AND REPAIR SHOP EQUIPMENT),J049,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{622E3BD8-FC32-4B21-9426-762B11BDD2E6},J051 (MAINT/REPAIR/REBUILD OF EQUIPMENT- HAND TOOLS),J051,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{1FFAA9AA-0398-4D3B-94CB-76551F8C4741},J052 (MAINT/REPAIR/REBUILD OF EQUIPMENT- MEASURING TOOLS),J052,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{BAD2EEC2-83F3-4633-9437-7673FAE43FD2},J053 (MAINT/REPAIR/REBUILD OF EQUIPMENT- HARDWARE AND ABRASIVES),J053,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{8BC33C82-C9C2-49C0-9669-767FF6D52D7E},J054 (MAINT/REPAIR/REBUILD OF EQUIPMENT- PREFABRICATED STRUCTURES  AND SCAFFOLDING),J054,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{90B9936B-9FAA-4371-8AEC-76A0A1C944C2},"J055 (MAINT/REPAIR/REBUILD OF EQUIPMENT- LUMBER, MILLWORK, PLYWOOD, AND VENEER)",J055,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{6A719A00-93B4-4B2E-9624-76A8F301F47C},J056 (MAINT/REPAIR/REBUILD OF EQUIPMENT- CONSTRUCTION AND BUILDING MATERIALS),J056,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{2F7E9EAA-91A6-48B5-8112-76AC4D0F1AD4},"J058 (MAINT/REPAIR/REBUILD OF EQUIPMENT- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT)",J058,1,IT,1.5,IT Outsourcing
{6182E0D3-4C64-4E07-8CDE-76B9A4D09D10},J059 (MAINT/REPAIR/REBUILD OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS),J059,4,Facilities & Construction,4.4,Facility Related Services
{4D8491DD-DF3E-4505-A628-76FB0124011E},"J060 (MAINT/REPAIR/REBUILD OF EQUIPMENT- FIBER OPTICS MATERIALS, COMPONENTS, ASSEMBLIES, AND ACCESSORIES)",J060,1,IT,1.5,IT Outsourcing
{FB760916-3597-4138-A72C-7701207C7726},J061 (MAINT/REPAIR/REBUILD OF EQUIPMENT- ELECTRIC WIRE AND POWER DISTRIBUTION EQUIPMENT),J061,19,Electronic & Communication Services,19.1,Equipment Maintenance
{9C09E572-761B-4DDF-B7EF-770355B0B97B},J062 (MAINT/REPAIR/REBUILD OF EQUIPMENT- LIGHTING FIXTURES AND LAMPS),J062,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{B2C6254B-2028-47BA-AC54-7703840B5CDB},"J063 (MAINT/REPAIR/REBUILD OF EQUIPMENT- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS)",J063,3,Security and Protection,3.3,Security Services
{5C1CD38E-AB5C-47D4-8C44-773C1D933D1A},"J065 (MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES)",J065,10,Medical,10.2,Medical Equipment and Accessories and Supplies
{DD8E405A-0735-4058-BEC9-773D39B7A63C},J066 (MAINT/REPAIR/REBUILD OF EQUIPMENT- INSTRUMENTS AND LABORATORY EQUIPMENT),J066,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{1D866FA2-EF84-480C-AE8B-7765EE9DA56A},J067 (MAINT/REPAIR/REBUILD OF EQUIPMENT- PHOTOGRAPHIC EQUIPMENT),J067,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{7831D4CB-7137-4B57-BEBE-77805725DED6},J068 (MAINT/REPAIR/REBUILD OF EQUIPMENT- CHEMICALS AND CHEMICAL PRODUCTS),J068,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{12837F1F-9D5F-402D-8999-77909B6C098E},J069 (MAINT/REPAIR/REBUILD OF EQUIPMENT- TRAINING AIDS AND DEVICES),J069,18,Equipment Related Services,18.1,"Maintenance, Repair and Overhaul"
{252778E2-0862-46D8-A57E-7795686DC7C4},J070 (MAINT/REPAIR/REBUILD OF EQUIPMENT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT),J070,1,IT,1.2,IT Hardware
{53D6B3E9-5195-4996-8908-779FA0098F30},J071 (MAINT/REPAIR/REBUILD OF EQUIPMENT- FURNITURE),J071,6,Office Management,6.3,Furniture
{55169743-11F0-47B2-BF10-77A6E1A4B65B},J072 (MAINT/REPAIR/REBUILD OF EQUIPMENT- HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES),J072,6,Office Management,6.3,Furniture
{C749FECE-838F-44A7-9818-77B864FFD9AB},J073 (MAINT/REPAIR/REBUILD OF EQUIPMENT- FOOD PREPARATION AND SERVING EQUIPMENT),J073,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{C4C6DD7B-1962-4E4C-A959-77BDBDDFC651},J074 (MAINT/REPAIR/REBUILD OF EQUIPMENT- OFFICE MACHINES/TEXT PROCESSING SYS/VISIBLE RECORD EQUIPMENT),J074,6,Office Management,6.2,Office Management Services
{FBE0BCCB-44B9-4843-863C-77EE05E0902B},J075 (MAINT/REPAIR/REBUILD OF EQUIPMENT- OFFICE SUPPLIES AND DEVICES),J075,6,Office Management,6.2,Office Management Services
{8982E4D6-8ADC-44E0-88A2-77EF5EE32568},"J076 (MAINT/REPAIR/REBUILD OF EQUIPMENT- BOOKS, MAPS, AND OTHER PUBLICATIONS)",J076,6,Office Management,6.2,Office Management Services
{27B468A4-655A-465F-BFCA-78050052A61C},J077 (MAINT/REPAIR/REBUILD OF EQUIPMENT- MUSICAL INST/PHONOGRAPH/HOME RADIO),J077,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{B82A977B-FB13-4FA6-838E-780552E6ED91},J078 (MAINT/REPAIR/REBUILD OF EQUIPMENT- RECREATIONAL AND ATHLETIC EQUIPMENT),J078,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{BD75E9F3-5726-4B25-AE56-780972FC7C91},J079 (MAINT/REPAIR/REBUILD OF EQUIPMENT- CLEANING EQUIPMENT AND SUPPLIES),J079,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{2FE6D8BE-E2A7-4A85-89C7-780AB92A2429},"J080 (MAINT/REPAIR/REBUILD OF EQUIPMENT- BRUSHES, PAINTS, SEALERS, AND ADHESIVES)",J080,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{6549601A-CE28-4E82-8FA3-7815F5E3393D},"J081 (MAINT/REPAIR/REBUILD OF EQUIPMENT- CONTAINERS, PACKAGING, AND PACKING SUPPLIES)",J081,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{3CF6E826-B4CC-4EF5-8932-781D8E9531A3},"J083 (MAINT/REPAIR/REBUILD OF EQUIPMENT- TEXTILES, LEATHER, FURS, APPAREL/SHOE FINDINGS, TENTS/FLAGS)",J083,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{93481EDF-D0AC-45F7-9B4B-78418D81AB5F},"J084 (MAINT/REPAIR/REBUILD OF EQUIPMENT- CLOTHING, INDIVIDUAL EQUIPMENT, AND INSIGNIA)",J084,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{506BAAC3-7EE1-4B3B-847A-7863A78A2C1F},J085 (MAINT/REPAIR/REBUILD OF EQUIPMENT- TOILETRIES),J085,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{BB98968A-051E-4594-9C21-7866FB317DC3},J087 (MAINT/REPAIR/REBUILD OF EQUIPMENT- AGRICULTURAL SUPPLIES),J087,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{81E019E1-5283-4711-A308-787608CD3F65},J088 (MAINT/REPAIR/REBUILD OF EQUIPMENT- LIVE ANIMALS),J088,3,Security and Protection,3.1,Security Animals & Related Svcs
{1A918F67-835D-4153-ADBF-7889D94386E2},J089 (MAINT/REPAIR/REBUILD OF EQUIPMENT- SUBSISTENCE),J089,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{12945F1E-8D49-4EDE-BF44-78C21BDDF589},"J091 (MAINT/REPAIR/REBUILD OF EQUIPMENT- FUELS, LUBRICANTS, OILS, AND WAXES)",J091,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{078BBF0B-CD49-4F7B-9200-78CADC205F1A},J093 (MAINT/REPAIR/REBUILD OF EQUIPMENT- NONMETALLIC FABRICATED MATERIALS),J093,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{FBEB2592-ECF2-4735-A3BD-78DBF8154F46},J094 MAINT/REPAIR/REBUILD OF EQUIPMENT- NONMETALLIC CRUDE MATERIALS,J094,18,Equipment Related Services,18.1,"Maintenance, Repair and Overhaul"
{38B70712-E618-4B98-8642-78F8D0B87C23},"J095 (MAINT/REPAIR/REBUILD OF EQUIPMENT- METAL BARS, SHEETS, AND SHAPES)",J095,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{72707A9C-0B68-4987-A04B-78FC0A241133},"J096 (MAINT/REPAIR/REBUILD OF EQUIPMENT- ORES, MINERALS, AND THEIR PRIMARY PRODUCTS)",J096,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{24833944-7970-4CA9-A401-791573798AFA},J099 (MAINT/REPAIR/REBUILD OF EQUIPMENT- MISCELLANEOUS),J099,1,IT,1.5,IT Outsourcing
{B2FE069E-7446-4677-B14F-79171C6948B9},J998 (NON-NUCLEAR SHIP REPAIR (EAST)),J998,18,Equipment Related Services,18.1,"Maintenance, Repair and Overhaul"
{83286C63-2483-405D-A5FE-79218DAB7977},J999 (NON-NUCLEAR SHIP REPAIR (WEST)),J999,18,Equipment Related Services,18.1,"Maintenance, Repair and Overhaul"
{BA39F6E0-4533-4242-B86F-79243C375E9E},K010 (MODIFICATION OF EQUIPMENT- WEAPONS),K010,18,Equipment Related Services,18.2,Equipment Modification
{5A8F33C6-1BAD-45B0-B151-79454EA75582},K011 MODIFICATION OF EQUIPMENT- NUCLEAR ORDNANCE,K011,18,Equipment Related Services,18.2,Equipment Modification
{891ED0B3-904E-47E2-8D75-7994321E6125},K012 (MODIFICATION OF EQUIPMENT- FIRE CONTROL EQUIPMENT),K012,18,Equipment Related Services,18.2,Equipment Modification
{FD4BE6F3-2B98-44CF-8F58-79B77A5E0E33},K013 (MODIFICATION OF EQUIPMENT- AMMUNITION AND EXPLOSIVES),K013,18,Equipment Related Services,18.2,Equipment Modification
{8BFF57B6-6C33-4D6B-B8A3-7A2098D3CC47},K014 (MODIFICATION OF EQUIPMENT- GUIDED MISSILES),K014,18,Equipment Related Services,18.2,Equipment Modification
{0B47E5D5-933B-4F40-BACC-7A30ACB227C3},K015 (MODIFICATION OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS),K015,18,Equipment Related Services,18.2,Equipment Modification
{C7BADF92-0BFF-4D46-B285-7A31F11BEC4A},K016 (MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES),K016,18,Equipment Related Services,18.2,Equipment Modification
{52B350A7-3EBC-46F9-84E8-7A5DB33F9BE2},"K017 (MODIFICATION OF EQUIPMENT- AIRCRAFT LAUNCHING, LANDING, AND GROUND HANDLING EQUIPMENT)",K017,18,Equipment Related Services,18.2,Equipment Modification
{AD58074F-43B7-4121-8834-7A64675E160D},K018 (MODIFICATION OF EQUIPMENT- SPACE VEHICLES),K018,18,Equipment Related Services,18.2,Equipment Modification
{06A694C6-E4CF-4BB7-89D7-7A64C54769DE},"K019 (MODIFICATION OF EQUIPMENT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS)",K019,18,Equipment Related Services,18.2,Equipment Modification
{CD3975FE-83E8-40EC-9C57-7A702070FD69},K020 (MODIFICATION OF EQUIPMENT- SHIP AND MARINE EQUIPMENT),K020,18,Equipment Related Services,18.2,Equipment Modification
{3D771064-AE97-4CA0-B1C8-7A7B93850639},K022 MODIFICATION OF EQUIPMENT- RAILWAY EQUIPMENT,K022,5,Industrial Products & Services,,Industrial Products Install / Maintenance / Repair
{3847E1E2-449D-4350-BF04-7A8B8EA73D56},"K023 (MODIFICATION OF EQUIPMENT- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES)",K023,7,Transportation and Logistics Services,7.5,Motor Vehicles
{581F15A7-3171-4D6D-8CDC-7AA4A6E781C5},K024 (MODIFICATION OF EQUIPMENT- TRACTORS),K024,18,Equipment Related Services,18.2,Equipment Modification
{1BD97527-8E9C-4785-8C92-7AC3B6D67913},K025 (MODIFICATION OF EQUIPMENT- VEHICULAR EQUIPMENT COMPONENTS),K025,18,Equipment Related Services,18.2,Equipment Modification
{B8203BA0-C3C5-4AEA-BC4E-7AD00F012FF2},K026 MODIFICATION OF EQUIPMENT- TIRES AND TUBES,K026,18,Equipment Related Services,18.2,Equipment Modification
{F7A8398B-E164-4885-BED9-7ADF1AC540E0},"K028 (MODIFICATION OF EQUIPMENT- ENGINES, TURBINES, AND COMPONENTS)",K028,18,Equipment Related Services,18.2,Equipment Modification
{D8D8F862-9C5D-4F32-BD14-7AE1745D8B32},K029 MODIFICATION OF EQUIPMENT- ENGINE ACCESSORIES,K029,18,Equipment Related Services,18.2,Equipment Modification
{5F761739-7A28-40F6-83D0-7B04B46DDE01},K030 (MODIFICATION OF EQUIPMENT- MECHANICAL POWER TRANSMISSION EQUIPMENT),K030,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{34040695-F475-4F9B-AF75-7B0C9371B901},K031 (MODIFICATION OF EQUIPMENT- BEARINGS),K031,18,Equipment Related Services,18.2,Equipment Modification
{03ABA5E7-E4AA-41CB-A0D9-7B2851BE4081},K032 MODIFICATION OF EQUIPMENT- WOODWORKING MACHINERY AND EQUIPMENT,K032,5,Industrial Products & Services,,Industrial Products Install / Maintenance / Repair
{D3A7D217-421C-4EA2-95E6-7B2B68D001E4},K034 (MODIFICATION OF EQUIPMENT- METALWORKING MACHINERY),K034,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{FB9605BD-A036-4320-97F8-7B319FADE08D},K035 (MODIFICATION OF EQUIPMENT- SERVICE AND TRADE EQUIPMENT),K035,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
{0C2A3840-B537-4DA3-B5BC-7B3F736D08C0},K036 (MODIFICATION OF EQUIPMENT- SPECIAL INDUSTRY MACHINERY),K036,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
