PSCGuid,CodeDescription,Code,Level1,Level1Category,Level2,Level2Category
{09826077-2BF4-4E06-A123-00062E68A56D},AA11 (R&D- AGRICULTURE: INSECT AND DISEASE CONTROL (BASIC RESEARCH)),AA11,17,Research and Development,17.3,Technology Base
{F1874105-C135-442A-9C6A-0013817C68E8},AA12 (R&D- AGRICULTURE: INSECT AND DISEASE CONTROL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)),AA12,17,Research and Development,17.3,Technology Base
{C63717BC-9678-4944-9665-0022EE081DCE},AA13 (R&D- AGRICULTURE: INSECT AND DISEASE CONTROL (ADVANCED DEVELOPMENT)),AA13,17,Research and Development,17.1,Systems Development
{570B1A9E-B527-428A-98A6-002415C1D6C8},AA14 (R&D- AGRICULTURE: INSECT AND DISEASE CONTROL (ENGINEERING DEVELOPMENT)),AA14,17,Research and Development,17.1,Systems Development
{6F2BF36B-7704-471E-8255-002863A9C63A},AA15 R&D- AGRICULTURE: INSECT AND DISEASE CONTROL (OPERATIONAL SYSTEMS DEVELOPMENT),AA15,17,Research and Development,17.2,Operational Systems Development
{E39C9629-3B1F-41D6-A648-002AFEF2B22C},AA16 (R&D- AGRICULTURE: INSECT AND DISEASE CONTROL (MANAGEMENT/SUPPORT)),AA16,2,Professional Services,2.3,Management Advisory Services
{4D7CE7BB-961D-40C9-B76B-002C62CE7B6C},AA17 (R&D- AGRICULTURE: INSECT AND DISEASE CONTROL (COMMERCIALIZED)),AA17,17,Research and Development,17.4,Commericalization
{AA467C54-2B18-42F9-9C0F-003A5EC757CF},AA21 (R&D- AGRICULTURE: MARKETING (BASIC RESEARCH)),AA21,17,Research and Development,17.3,Technology Base
{B8E12F5F-5E51-4348-A110-003EDDF46032},AA22 R&D- AGRICULTURE: MARKETING (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),AA22,17,Research and Development,17.3,Technology Base
{A332A56A-7C9B-4AFB-83D5-0047AE7A65A5},AA23 (R&D- AGRICULTURE: MARKETING (ADVANCED DEVELOPMENT)),AA23,17,Research and Development,17.1,Systems Development
{94A9DD4A-9598-4AD3-9741-004920A51734},AA24 (R&D- AGRICULTURE: MARKETING (ENGINEERING DEVELOPMENT)),AA24,17,Research and Development,17.1,Systems Development
{BE3F38A7-2D51-40C6-BC0C-0055FB77D74E},AA25 R&D- AGRICULTURE: MARKETING (OPERATIONAL SYSTEMS DEVELOPMENT),AA25,17,Research and Development,17.2,Operational Systems Development
{6C4E3C0E-A46C-4113-A2EE-0069AFF6272D},AA26 (R&D- AGRICULTURE: MARKETING (MANAGEMENT/SUPPORT)),AA26,2,Professional Services,2.4,Marketing and Distribution
{A726DCC7-5E07-4044-A555-007E196DFD1C},AA27 (R&D- AGRICULTURE: MARKETING (COMMERCIALIZED)),AA27,17,Research and Development,17.4,Commericalization
{80CFAF8F-05D0-4C91-82EC-00AA3B5B0FB7},AA31 (R&D- AGRICULTURE: PRODUCTION (BASIC RESEARCH)),AA31,17,Research and Development,17.3,Technology Base
{04868281-1EFB-4659-84D2-00CBFE540055},AA32 (R&D- AGRICULTURE: PRODUCTION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)),AA32,17,Research and Development,17.3,Technology Base
{054284B7-2DF8-4091-AEF7-00E02843C69E},AA33 R&D- AGRICULTURE: PRODUCTION (ADVANCED DEVELOPMENT),AA33,17,Research and Development,17.1,Systems Development
{94E312DA-5067-4D58-8668-00E2240D57F6},AA34 (R&D- AGRICULTURE: PRODUCTION (ENGINEERING DEVELOPMENT)),AA34,17,Research and Development,17.1,Systems Development
{B3C7D484-AF67-46E4-8129-010569E181A7},AA35 R&D- AGRICULTURE: PRODUCTION (OPERATIONAL SYSTEMS DEVELOPMENT),AA35,17,Research and Development,17.2,Operational Systems Development
{7523B41F-254D-4F22-9840-014876661278},AA36 (R&D- AGRICULTURE: PRODUCTION (MANAGEMENT/SUPPORT)),AA36,2,Professional Services,2.3,Management Advisory Services
{3DE0CAFE-AD65-470A-8EF4-014CBA15F921},AA37 R&D- AGRICULTURE: PRODUCTION (COMMERCIALIZED),AA37,17,Research and Development,17.4,Commericalization
{CC1187B0-C042-4FA1-9802-015B15FC0A8E},AA91 (R&D- AGRICULTURE: OTHER (BASIC RESEARCH)),AA91,17,Research and Development,17.3,Technology Base
{D5A7879C-1C55-4036-8FF2-017AF81AC66C},AA92 (R&D- AGRICULTURE: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)),AA92,17,Research and Development,17.3,Technology Base
{14CD5664-9479-49BA-AAFC-01D2861CB372},AA93 (R&D- AGRICULTURE: OTHER (ADVANCED DEVELOPMENT)),AA93,17,Research and Development,17.1,Systems Development
{84893A6B-1FE2-4783-9F6D-01EDEC48F397},AA94 (R&D- AGRICULTURE: OTHER (ENGINEERING DEVELOPMENT)),AA94,17,Research and Development,17.1,Systems Development
{512BAABC-E560-43CA-AAE2-01EFC0F9CA1D},AA95 (R&D- AGRICULTURE: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT)),AA95,17,Research and Development,17.2,Operational Systems Development
{85225F2E-E286-4829-BADA-01FC65A76C2A},AA96 (R&D- AGRICULTURE: OTHER (MANAGEMENT/SUPPORT)),AA96,2,Professional Services,2.3,Management Advisory Services
{4E692F3A-FB4F-43FD-AEF7-021E6079188E},AA97 (R&D- AGRICULTURE: OTHER (COMMERCIALIZED)),AA97,17,Research and Development,17.4,Commericalization
{ED26950C-65F4-4BD6-AA7A-0241617D1EC1},AB11 (R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (BASIC RESEARCH)),AB11,17,Research and Development,17.3,Technology Base
{C554813D-DF8A-4001-A92E-0256CB9F9644},AB12 (R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)),AB12,17,Research and Development,17.3,Technology Base
{5AE04871-0EBF-4238-AE5F-0273FA66FE41},AB13 (R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (ADVANCED DEVELOPMENT)),AB13,17,Research and Development,17.1,Systems Development
{7CE59D04-A519-4E21-8CA0-0280A0BEE0D7},AB14 R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (ENGINEERING DEVELOPMENT),AB14,17,Research and Development,17.1,Systems Development
{CBFA0A98-68CE-4FFD-8AB5-029F1B9AC07A},AB15 (R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (OPERATIONAL SYSTEMS DEVELOPMENT)),AB15,17,Research and Development,17.2,Operational Systems Development
{ECCE7CFB-01FF-4555-AFD9-02A27A0630D6},AB16 (R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (MANAGEMENT/SUPPORT)),AB16,2,Professional Services,2.3,Management Advisory Services
{78127C1D-CEBB-4407-BD63-02A79BF7C98D},AB17 R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (COMMERCIALIZED),AB17,17,Research and Development,17.4,Commericalization
{B685B421-E3C5-45E1-A9FF-02BEE3FE4784},AB21 (R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (BASIC RESEARCH)),AB21,17,Research and Development,17.3,Technology Base
{1E25EA7C-563A-4ECE-A76C-02E1058D52AF},AB22 (R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)),AB22,17,Research and Development,17.3,Technology Base
{660CEFAE-3A72-4D16-8027-02E519874297},AB23 (R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (ADVANCED DEVELOPMENT)),AB23,17,Research and Development,17.1,Systems Development
{3D2668E1-5858-4011-82A3-030D6781A0B3},AB24 (R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (ENGINEERING DEVELOPMENT)),AB24,17,Research and Development,17.1,Systems Development
{22E0AC95-F473-4EC3-B5C6-0331B8FF351A},AB25 (R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (OPERATIONAL SYSTEMS DEVELOPMENT)),AB25,17,Research and Development,17.2,Operational Systems Development
{7EC0E93B-BB5B-4167-8B1D-034ADDF85CEB},AB26 (R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (MANAGEMENT/SUPPORT)),AB26,2,Professional Services,2.3,Management Advisory Services
{0FDEB2E3-6F43-4787-BBD2-036A510E59C0},AB27 (R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (COMMERCIALIZED)),AB27,17,Research and Development,17.4,Commericalization
{9DA5F727-0994-4921-BC7A-037346B7E6C8},AB31 (R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (BASIC RESEARCH)),AB31,17,Research and Development,17.3,Technology Base
{7B4DDEC3-2B64-4B84-8385-0388E73991DD},AB32 (R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)),AB32,17,Research and Development,17.3,Technology Base
{E24A7BF1-928E-4BCA-BCB2-038E16C6CC61},AB33 R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (ADVANCED DEVELOPMENT),AB33,17,Research and Development,17.1,Systems Development
{F76FCC93-8662-4943-B4FA-0399A0C3ADE8},AB34 R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (ENGINEERING DEVELOPMENT),AB34,17,Research and Development,17.1,Systems Development
{2D4C76A5-AB06-4B7E-B4F1-039B57B46987},AB35 R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (OPERATIONAL SYSTEMS DEVELOPMENT),AB35,17,Research and Development,17.2,Operational Systems Development
{43AD8074-47B7-466F-9E54-039FBD02BCDD},AB36 (R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (MANAGEMENT/SUPPORT)),AB36,2,Professional Services,2.3,Management Advisory Services
{6908B65D-EF74-4921-9FB3-03C26DC08BF4},AB37 (R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (COMMERCIALIZED)),AB37,17,Research and Development,17.4,Commericalization
{899ECDFD-76D8-4D87-B8CF-03D9FDF7E205},AB41 (R&D- COMMUNITY SERVICE/DEVELOPMENT: URBAN (BASIC RESEARCH)),AB41,17,Research and Development,17.3,Technology Base
{15257F89-96BA-4555-9909-03FC58E626AD},AB42 (R&D- COMMUNITY SERVICE/DEVELOPMENT: URBAN (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)),AB42,17,Research and Development,17.3,Technology Base
{6C895317-1EFB-4F70-B9B2-04245013A02C},AB43 R&D- COMMUNITY SERVICE/DEVELOPMENT: URBAN (ADVANCED DEVELOPMENT),AB43,17,Research and Development,17.1,Systems Development
{43A8289E-CA28-4E46-A333-042A53F832D3},AB44 (R&D- COMMUNITY SERVICE/DEVELOPMENT: URBAN (ENGINEERING DEVELOPMENT)),AB44,17,Research and Development,17.1,Systems Development
{0FA10977-EE7E-4C86-99C3-04674009C151},AB45 R&D- COMMUNITY SERVICE/DEVELOPMENT: URBAN (OPERATIONAL SYSTEMS DEVELOPMENT),AB45,17,Research and Development,17.2,Operational Systems Development
{ABE67B7F-6E67-4F5B-9E74-0493C0ECC617},AB46 R&D- COMMUNITY SERVICE/DEVELOPMENT: URBAN (MANAGEMENT/SUPPORT),AB46,2,Professional Services,2.3,Management Advisory Services
{AFE52F45-36DB-4259-A257-04955A92C586},AB47 R&D- COMMUNITY SERVICE/DEVELOPMENT: URBAN (COMMERCIALIZED),AB47,17,Research and Development,17.4,Commericalization
{2151EDD5-7868-4E91-90AB-04A76D02DFBB},AB91 (R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (BASIC RESEARCH)),AB91,17,Research and Development,17.3,Technology Base
{99641448-AFEF-4DD1-9EB0-04E092C289DE},AB92 (R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)),AB92,17,Research and Development,17.3,Technology Base
{A07E9369-F422-4038-95A6-04EBBD0AAE79},AB93 (R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (ADVANCED DEVELOPMENT)),AB93,17,Research and Development,17.1,Systems Development
{6EC90D1C-5F0C-49D3-B87E-04EBED420E1B},AB94 (R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (ENGINEERING DEVELOPMENT)),AB94,17,Research and Development,17.1,Systems Development
{6FEB6555-ABF2-48D5-8B0E-04F9F356549D},AB95 (R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT)),AB95,17,Research and Development,17.2,Operational Systems Development
{DDF45439-0EE9-4605-8A83-04FB3048F5B5},AB96 (R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (MANAGEMENT/SUPPORT)),AB96,2,Professional Services,2.3,Management Advisory Services
{F8586A8C-0D93-47B6-BBAD-05066D22A526},AB97 (R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (COMMERCIALIZED)),AB97,17,Research and Development,17.4,Commericalization
{AD0A0BDE-762B-4703-966C-051BC4BFBFE4},AC11 (R&D- DEFENSE SYSTEM: AIRCRAFT (BASIC RESEARCH)),AC11,17,Research and Development,17.3,Technology Base
{8C621376-990F-43BC-B45A-0522D1D9BB27},AC12 (R&D- DEFENSE SYSTEM: AIRCRAFT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)),AC12,17,Research and Development,17.3,Technology Base
{52038752-D7F4-4EA3-A7BF-052787A023FA},AC13 (R&D- DEFENSE SYSTEM: AIRCRAFT (ADVANCED DEVELOPMENT)),AC13,17,Research and Development,17.1,Systems Development
{902BA57B-14F1-47AB-9611-052E297FBC31},AC14 (R&D- DEFENSE SYSTEM: AIRCRAFT (ENGINEERING DEVELOPMENT)),AC14,17,Research and Development,17.1,Systems Development
{3C3C8523-BE2D-4433-9326-052E30739EE5},AC15 (R&D- DEFENSE SYSTEM: AIRCRAFT (OPERATIONAL SYSTEMS DEVELOPMENT)),AC15,17,Research and Development,17.2,Operational Systems Development
{81B9B3AD-D89F-47EA-AA42-05374A152860},AC16 (R&D- DEFENSE SYSTEM: AIRCRAFT (MANAGEMENT/SUPPORT)),AC16,2,Professional Services,2.3,Management Advisory Services
{A497134A-CA6F-426C-970F-05415CC6F84F},AC17 (R&D- DEFENSE SYSTEM: AIRCRAFT (COMMERCIALIZED)),AC17,17,Research and Development,17.4,Commericalization
{7BC9012C-E9F0-488D-A703-0546A2A0BC40},AC21 (R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (BASIC RESEARCH)),AC21,17,Research and Development,17.3,Technology Base
{161F5A00-A575-4B12-B2FC-054CF01B7101},AC22 (R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)),AC22,17,Research and Development,17.3,Technology Base
{9BA215E2-B9C1-4572-8900-055181D3DD07},AC23 (R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (ADVANCED DEVELOPMENT)),AC23,17,Research and Development,17.1,Systems Development
{8FA4214F-036F-4374-AA12-0551BBB0B82B},AC24 (R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (ENGINEERING DEVELOPMENT)),AC24,17,Research and Development,17.1,Systems Development
{D2A46409-C50A-4E2F-8D17-0576962BD192},AC25 (R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (OPERATIONAL SYSTEMS DEVELOPMENT)),AC25,17,Research and Development,17.2,Operational Systems Development
{D31E1824-C2DC-4F82-8C29-057C33B8004A},AC26 (R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (MANAGEMENT/SUPPORT)),AC26,2,Professional Services,2.3,Management Advisory Services
{6042C644-307F-4DCE-A12B-0582C3E9F8D8},AC27 (R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (COMMERCIALIZED)),AC27,17,Research and Development,17.4,Commericalization
{EFBB6490-BDB6-4512-871C-05888ADBE540},AC31 (R&D- DEFENSE SYSTEM: SHIPS (BASIC RESEARCH)),AC31,17,Research and Development,17.3,Technology Base
{3C587805-13FB-4B10-8FE9-0593D785B2DA},AC32 (R&D- DEFENSE SYSTEM: SHIPS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)),AC32,17,Research and Development,17.3,Technology Base
{8046B1AB-A65E-4E9E-A1C2-059869633200},AC33 (R&D- DEFENSE SYSTEM: SHIPS (ADVANCED DEVELOPMENT)),AC33,17,Research and Development,17.1,Systems Development
{CFD61395-004B-4F4D-B1BB-05B259C9E768},AC34 (R&D- DEFENSE SYSTEM: SHIPS (ENGINEERING DEVELOPMENT)),AC34,17,Research and Development,17.1,Systems Development
{BC1AAB23-C709-4613-8B8E-05B5AC392A4C},AC35 (R&D- DEFENSE SYSTEM: SHIPS (OPERATIONAL SYSTEMS DEVELOPMENT)),AC35,17,Research and Development,17.2,Operational Systems Development
{55810956-53F6-498B-9EB2-05CB7262DCEB},AC36 (R&D- DEFENSE SYSTEM: SHIPS (MANAGEMENT/SUPPORT)),AC36,2,Professional Services,2.3,Management Advisory Services
{EFFEAD01-6489-485F-B355-05D67F2272BE},AC37 (R&D- DEFENSE SYSTEM: SHIPS (COMMERCIALIZED)),AC37,17,Research and Development,17.4,Commericalization
{A65E6717-16CC-461D-B5C3-05E010FF73D8},AC41 (R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (BASIC RESEARCH)),AC41,17,Research and Development,17.3,Technology Base
{ABA55579-F07E-4AE8-9238-05EDD141E449},AC42 (R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)),AC42,17,Research and Development,17.3,Technology Base
{B3142B1A-DEFB-4710-A306-05FD58DFE8B2},AC43 (R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (ADVANCED DEVELOPMENT)),AC43,17,Research and Development,17.1,Systems Development
{2A6C6146-A6EC-4F75-A385-063105857FEC},AC44 (R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (ENGINEERING DEVELOPMENT)),AC44,17,Research and Development,17.1,Systems Development
{04FBC655-A6C0-4D87-809D-063610796EAC},AC45 (R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (OPERATIONAL SYSTEMS DEVELOPMENT)),AC45,17,Research and Development,17.2,Operational Systems Development
{32585D0A-63F3-44A7-A5F3-0669428E9D86},AC46 (R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (MANAGEMENT/SUPPORT)),AC46,2,Professional Services,2.3,Management Advisory Services
{5C9B79AF-604C-4BDE-BAB5-0706751C8E30},AC47 (R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (COMMERCIALIZED)),AC47,17,Research and Development,17.4,Commericalization
{6F33D9B1-5CA8-4F94-B79B-07145022E475},AC51 (R&D- DEFENSE SYSTEM: WEAPONS (BASIC RESEARCH)),AC51,17,Research and Development,17.3,Technology Base
{73F55A13-9645-4E54-BD25-07156067404B},AC52 (R&D- DEFENSE SYSTEM: WEAPONS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)),AC52,17,Research and Development,17.3,Technology Base
{02A77ED5-661F-47D4-BC0F-071BA90461B5},AC53 (R&D- DEFENSE SYSTEM: WEAPONS (ADVANCED DEVELOPMENT)),AC53,17,Research and Development,17.1,Systems Development
{97168395-E424-4A61-A737-0753B1712919},AC54 (R&D- DEFENSE SYSTEM: WEAPONS (ENGINEERING DEVELOPMENT)),AC54,17,Research and Development,17.1,Systems Development
{CBC639AE-66DB-4A0A-9F4A-076FD835001D},AC55 (R&D- DEFENSE SYSTEM: WEAPONS (OPERATIONAL SYSTEMS DEVELOPMENT)),AC55,17,Research and Development,17.2,Operational Systems Development
{131C6473-11F3-46D5-B788-07A8ED6E6A4C},AC56 (R&D- DEFENSE SYSTEM: WEAPONS (MANAGEMENT/SUPPORT)),AC56,2,Professional Services,2.3,Management Advisory Services
{46FA45FD-1F6F-43C0-95B0-07B19DCC856E},AC57 (R&D- DEFENSE SYSTEM: WEAPONS (COMMERCIALIZED)),AC57,17,Research and Development,17.4,Commericalization
{35AA4652-3F10-4BF0-ADDA-07E7C9F2FC3B},AC61 (R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (BASIC RESEARCH)),AC61,17,Research and Development,17.3,Technology Base
{C4EE03E9-A9ED-44F3-B05E-0811E63B1D0F},AC62 (R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)),AC62,17,Research and Development,17.3,Technology Base
{229691CE-C3D0-4FC1-9B1E-0812FCA6AE34},AC63 (R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (ADVANCED DEVELOPMENT)),AC63,17,Research and Development,17.1,Systems Development
{9BFE98FA-071C-438D-8339-083C1C73FD3A},AC64 (R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (ENGINEERING DEVELOPMENT)),AC64,17,Research and Development,17.1,Systems Development
{A8A7A4E4-90D3-4F35-9B50-08795059B3CA},AC65 (R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (OPERATIONAL SYSTEMS DEVELOPMENT)),AC65,17,Research and Development,17.2,Operational Systems Development
{B5403710-4CDF-4768-95F2-088A90E2A6C7},AC66 (R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (MANAGEMENT/SUPPORT)),AC66,2,Professional Services,2.3,Management Advisory Services
{317A881E-A3F5-4F3C-8E2F-08BA4915383B},AC67 (R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (COMMERCIALIZED)),AC67,17,Research and Development,17.4,Commericalization
{171F650F-08FC-4FB6-B5D8-08CE87EF7224},AC91 (R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (BASIC RESEARCH)),AC91,17,Research and Development,17.3,Technology Base
{1AFDDE6E-2AA3-4075-B347-08F524BDA184},AC92 (R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)),AC92,17,Research and Development,17.3,Technology Base
{9F2655EA-A328-4931-8036-08F76D31C3ED},AC93 (R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (ADVANCED DEVELOPMENT)),AC93,17,Research and Development,17.1,Systems Development
{E1DF2C54-0859-4264-B86E-0905897EB9B0},AC94 (R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (ENGINEERING DEVELOPMENT)),AC94,17,Research and Development,17.1,Systems Development
{647E5F82-FA5F-4C59-A0B6-091045D34002},AC95 (R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (OPERATIONAL SYSTEMS DEVELOPMENT)),AC95,17,Research and Development,17.2,Operational Systems Development
{3855D1E7-DAE2-469C-8A89-092A2658D489},AC96 (R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (MANAGEMENT/SUPPORT)),AC96,2,Professional Services,2.3,Management Advisory Services
{9CE393A9-9F51-4355-BC3E-093F98B3EDC0},AC97 (R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (COMMERCIALIZED)),AC97,17,Research and Development,17.4,Commericalization
{C382A350-A76E-4F3F-AFE2-096218C70A2D},AD11 (R&D- DEFENSE OTHER: AMMUNITION (BASIC RESEARCH)),AD11,17,Research and Development,17.3,Technology Base
{704B652D-66A0-42C1-9ED9-09747B9C690A},AD12 (R&D- DEFENSE OTHER: AMMUNITION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)),AD12,17,Research and Development,17.3,Technology Base
{9D883E5F-C909-41CF-9F8D-098B0E50EEDB},AD13 (R&D- DEFENSE OTHER: AMMUNITION (ADVANCED DEVELOPMENT)),AD13,17,Research and Development,17.1,Systems Development
{E8DD55A9-8BF8-4E8D-85D2-098CFC63305F},AD14 (R&D- DEFENSE OTHER: AMMUNITION (ENGINEERING DEVELOPMENT)),AD14,17,Research and Development,17.1,Systems Development
{4BA16831-D829-46D0-9B4B-0995E9E310BF},AD15 (R&D- DEFENSE OTHER: AMMUNITION (OPERATIONAL SYSTEMS DEVELOPMENT)),AD15,17,Research and Development,17.2,Operational Systems Development
{96F84D11-CE78-4CB9-A022-0996F5A2DDF2},AD16 (R&D- DEFENSE OTHER: AMMUNITION (MANAGEMENT/SUPPORT)),AD16,2,Professional Services,2.3,Management Advisory Services
{7978D60B-B5E5-47C4-91FF-09A6A8A65EBE},AD17 (R&D- DEFENSE OTHER: AMMUNITION (COMMERCIALIZED)),AD17,17,Research and Development,17.4,Commericalization
{E0E81516-091A-4073-98D3-09AB22C9491A},AD21 (R&D- DEFENSE OTHER: SERVICES (BASIC RESEARCH)),AD21,17,Research and Development,17.3,Technology Base
{6442BC4C-544E-4C33-88F5-09AC98EBB60B},AD22 (R&D- DEFENSE OTHER: SERVICES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)),AD22,17,Research and Development,17.3,Technology Base
{B82E2F10-0558-4283-B41A-09BF0BF04763},AD23 (R&D- DEFENSE OTHER: SERVICES (ADVANCED DEVELOPMENT)),AD23,17,Research and Development,17.1,Systems Development
{CDFFEBB7-B3B7-48BC-8879-09C04165AB88},AD24 (R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT)),AD24,17,Research and Development,17.1,Systems Development
{BB7ADE33-5303-4163-A877-09CB08A55091},AD25 (R&D- DEFENSE OTHER: SERVICES (OPERATIONAL SYSTEMS DEVELOPMENT)),AD25,17,Research and Development,17.2,Operational Systems Development
{78528BFA-119D-437E-91D9-09F7ECC35D65},AD26 (R&D- DEFENSE OTHER: SERVICES (MANAGEMENT/SUPPORT)),AD26,2,Professional Services,2.3,Management Advisory Services
{125FA918-F06D-4E23-A742-0A001BB6A5D2},AD27 (R&D- DEFENSE OTHER: SERVICES (COMMERCIALIZED)),AD27,17,Research and Development,17.4,Commericalization
{4E9C6597-ADF1-43DA-B9CE-0A240C96DFFA},AD31 (R&D- DEFENSE OTHER: SUBSISTENCE (BASIC RESEARCH)),AD31,17,Research and Development,17.3,Technology Base
{EEFAD99E-74A4-4CAE-8787-0A2C341312E3},AD32 (R&D- DEFENSE OTHER: SUBSISTENCE (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)),AD32,17,Research and Development,17.3,Technology Base
{00CFA232-265E-4409-937F-0A310E0170F0},AD33 R&D- DEFENSE OTHER: SUBSISTENCE (ADVANCED DEVELOPMENT),AD33,17,Research and Development,17.1,Systems Development
{D3124CE7-4912-47AC-A0F4-0A3931057D44},AD34 (R&D- DEFENSE OTHER: SUBSISTENCE (ENGINEERING DEVELOPMENT)),AD34,17,Research and Development,17.1,Systems Development
{DAECF9A5-D224-46C9-B40E-0A3AEDAEC93E},AD35 (R&D- DEFENSE OTHER: SUBSISTENCE (OPERATIONAL SYSTEMS DEVELOPMENT)),AD35,17,Research and Development,17.2,Operational Systems Development
{3A37FB4C-3834-4D75-AE17-0A5E1DFB4F54},AD36 (R&D- DEFENSE OTHER: SUBSISTENCE (MANAGEMENT/SUPPORT)),AD36,2,Professional Services,2.3,Management Advisory Services
{0B08ADDE-F45C-4ED1-BD32-0A6A359D31F1},AD37 (R&D- DEFENSE OTHER: SUBSISTENCE (COMMERCIALIZED)),AD37,17,Research and Development,17.4,Commericalization
{95FBE358-007A-4944-97E1-0AA22094E9CF},AD41 (R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (BASIC RESEARCH)),AD41,17,Research and Development,17.3,Technology Base
